index,Song_name,type,artist,lyrics
590,मुर्शिदा,party,अरिजीत सिंह,शर्त जुद इश्क हरज दिल किस दस्तक तन्ह भूले बैठे याद दिल किस दस्तक तन्ह मुर्शिदा मुर्शिदा मुर्शिदा अल मदद दोस्त मुर्शिदा अलविदा अलविदा अलविदा अलविदा दोस्त अलविदा सूखे फूल हाथ प्यार मौसम चाहा उस ज़ख्म मरहम चाहा मरहम चाहा अबके ओस बूंद दिल आग लगायी दिल किस दस्तक तन्ह मुर्शिदा मुर्शिदा मुर्शिदा अल मदद दोस्त मुर्शिदा अलविदा अलविदा अलविदा अलविदा दोस्त अलविदा पल पल बंजर बंजर ख्वाहिश मिले किस्मत बिछड़ साज़िश बिछड़ साज़िश जिसके सप देखे उस नींद उड़ दिल किस दस्तक तन्ह मुर्शिदा मुर्शिदा मुर्शिदा अल मदद दोस्त मुर्शिदा अलविदा अलविदा अलविदा अलविदा दोस्त अलविदा मुर्शिदा मुर्शिदा मुर्शिदा अल मदद दोस्त मुर्शिदा अलविदा अलविदा अलविदा अलविदा दोस्त अलविदा मुर्शिदा मुर्शिदा मुर्शिदा अल मदद दोस्त मुर्शिदा 
591,मुस्कुराने की वज़ह तुम हो,romantic,अरिजीत सिंह,मुस्कुर वज़ह गुनगुन वज़ह ना ना ना पिया रे… लम्ह उम्र भर थम ना ना ना पिया रे… ना ना ना पिया रे… पिया रे… धुप आए छाँव ख़्वाहिश बारिश भीग संग ना ना ना पिया रे… ना ना ना पिया रे… पिया रे… ऊऊ… 
592,मूव योर बॉडी ,party,बादशाह,बि आँख झपक देखूं कमर फोकस प्रूब आके बेबी बेबी ना सबर लोवर पुछो ना दोबारा बेबी ईशारा चलूँगा सीधा ना ना ना बेबी ना हस जाएगी दिक्कत फस बादशाह बदल दियो बेबी ना बॉडी बॉडी बॉडी दाय बाएं बॉडी हाय बॉडी हाय बॉडी हाय बॉडी बॉडी बॉडी टप टप टप स्वेटर बेबी होगई वेट इधर नखरे ना दिखा नह बेबी व्हाट गों गेट गेट गेट बेबी उह माइंड करदे ब्लो बेबी हिला स्लो बेबी उह ना बेबी नाह मूंडे कहंदे फायर फायर टेम्परेचर गेटिंग हायर हायर मूंडे कहंदे फायर फायर टेम्परेचर गेटिंग हायर हायर डीजे शैडो गिव द फायर फायर टेम्परेचर गेटिंग हायर हायर सील पॉल गेट द फायर फायर टेम्परेचर गेटिंग हायर हायर बॉडी 
593,मेड इन इंडिया ,party,अलीशा चिनाय,देखी दुनिया जापान रसिया ऑस्ट्रेलिया अमेरिका… देखा प्यार सप दिल चाहे मिलज गर साथिया देसिया मेड इंडिया दिल दैट्स मेड इंडिया इंडिया प्यारा सोनिया दिल दैट्स मेड इंडिया तन गोरा काल सच्चा दिलवाला चांदी नह सो नह हिरा दिल जिसका हिंदुस्ता नह इंग्लिश्ता रात दिन प्यार मेड इंडिया मेड इंडिया दिल दैट्स मेड इंडिया इंडिया प्यारा सोनिया दिल दैट्स मेड इंडिया कैसी यार अमीरी कैसी दिलदार गरीबी अच्छा बुरा पता… देखी दुनिया जापान रसिया ऑस्ट्रेलिया अमेरिका मेड इंडिया मेड इंडिया दिल दैट्स मेड इंडिया मेड इंडिया प्यारा सोनिया दिल दैट्स मेड इंडिया मेड इंडिया प्यारा सोनिया दिल दैट्स मेड इंडिया 
594,मेरा इंतकाम देखेगी,sad,कृष्णा बेउरा,दिल भरा देख ज़हर भुगत गम आह कहर खुदगर्जी अंजाम देख ठुकरा प्यार इंतकाम देख ठुकरा प्यार इंतकाम देख चाहत सिला ज़ालिम मतलब मजबूर ना धोखा नफरत सुबह शाम देख ठुकरा प्यार इंतकाम देख ठुकरा प्यार इंतकाम देख सितम सोच कुदरत सिला आखिर दुनिया शिकस्त सर-ए-आम देख ठुकरा प्यार इंतकाम देख ठुकरा प्यार इंतकाम देख 
595,मेरा जहाँ,sad,"अदनान सामी, औरिएइ कोर्डो, अनन्य वाडेकर",चल पडूँ कित अ लिटिल स्वीट अ लिटिल सॉफ्ट अ लिटिल क्लोज नॉट फार चल पडूँ कित सपन बु स्वेटर वार्म सफ़ेद बादल पार अकेला नह खुली आँख नींद चल गिर ज़्यादा संभाल अकेला नह खुली आँख नींद चल गिर ज़्यादा संभाल शक़ ना शिवा निकल सूरज डूबा हैरत अजूबा अकेला नह खुली आँख नींद चल गिर ज़्यादा संभाल अकेला नह खुली आँख नींद चल गिर ज़्यादा संभाल शक़ ना शिवा निकल सूरज डूबा हैरत अजूबा उड़ पंख चढ़ खुला आसम उड़ पंख चढ़ खुला आसम मुड़ करवट करवट बढ़ बचपन दिन चार ना आय यार जेब खाली उधार ज़िन्दगी 
596,मेरा जूता है जापानी,party,मुकेश,जू जापा पतलून इंगलिश्ता सर लाल टोपी रूसी दिल हिन्दुस्ता जू जापा पतलून इंगलिश्ता सर लाल टोपी रूसी दिल हिन्दुस्ता पड़े खुल्ली सड़क सी ता सी ता मंजिल रुक उपरवाला उपरवाला बढ़ सैला दरिया तूफा सर लाल टोपी रूसी दिल हिन्दुस्ता जू जापा पतलून इंगलिश्ता सर लाल टोपी रूसी दिल हिन्दुस्ता जू जापा ऊपर-नीचे नीचे-ऊपर लहर जीवन लहर जीवन नादान बैठ किनारे पूछे राह वतन पूछे राह वतन चल जीवन कहा रुक मौत निशा सर लाल टोपी रूसी दिल हिन्दुस्ता जू जापा पतलून इंगलिश्ता सर लाल टोपी रूसी दिल हिन्दुस्ता जू जापा होंगे राजे राजकुंवर बिगडे दिल शहज़ादे बिगडे दिल शहज़ादे सिंघासन बैठ इरादे इरादे सूरत जा पहचा दुनिया वाल हैरा सर लाल टोपी रूसी दिल हिन्दुस्ता जू जापा पतलून इंगलिश्ता सर लाल टोपी रूसी दिल हिन्दुस्ता जू जापा 
597,मेरा दिल भी,romantic,"अलका याग्निक, कुमार सानू",दिल पागल प्यार दिल पागल प्यार साम आते साम आते कह डर साजान साजान साजान साजन साजान दिल पागल प्यार इसको समझ इसको बहल इसको समझ इसको बहल नादान ना समझ दिन रात आह भर दिल पागल प्यार दिल पागल प्यार साम आते साम आते कह डर साजान साजान साजान साजन साजान दिल पल तड़प रात जग पल तड़प रात जग बात ख़बर नह सिर्फ तुम्ही मर दिल पागल प्यार दिल पागल प्यार साम आते साम आते कह डर साजान साजान साजान साजन साजान दिल 
598,मेरा पिया घर आया,romantic,कविता कृष्णामूर्ति,बारात घुँघटा उठ बन चँदा साथ तारे साथ पागल बन पिया रामजी पिया रामज पिया रामज पिया रामज पिया पिया पायल छनके छन छन बिंदिया चमके छम छम कँग खनके खन खन दम दम दीवा दीवा शरम छोड़ दूँगी नाचूँगी घुँगरू तोड़ दूँगी नज़र वार जिगर पार आँख दिलदार कँग खनके खन खन दम दम पिया ढल आँचल बिखरा काजल पल पल जाऊँगी पागल रूठूँगी उससे शरारत गुस्सा मोहब्बत धड़क दिल डरूँ ढल आँचल बिखरा काजल पिया 
599,मेरा प्यार,party,विशाल ददलानी,कदम कदम मिले साथ साथ वहीँ काफिले mour mour छोड़ खुदको बाँह हव बादल mour छोड़ खुदको बाँह हव बादल कदम कदम मिले साथ साथ काफिले ज़मीन बोले दीवानगी शोर mour सप चल पलक भर खुश यार सप चल पलक भर खुश यार सुनो तों यारा मन मा थोड़ी mour mour ay yeah रोज़ रोज़ नीले शामे रोज़ रोज़ होंगे ना हंगामे रोज़ रोज़ नीले शामे रोज़ रोज़ होंगे ना हंगामे सुनो तों यारा बेखुदी छायी चार ay mour छोड़ बाँह हव बदल छोड़ बाँह हव बदल कदम कदम मिले साथ साथ वहीँ काफिले ज़मीन बोले दीवानगी शोर mour mour 
600,मेरा प्यार तेरा प्यार,romantic,अरिजीत सिंह,देखूं मन ना भरे सोचूं मन ना भरे आँख छलक प्यार प्यार धड़क प्यार प्यार प्यार प्यार प्यार प्यार देखूं मन ना भरे सोचूं मन ना भरे थोड़ा थोड़ा मिलाजुला ख्वाब मीठी धुन्न सुन हंस ग़म खुश बदल प्यार प्यार प्यार प्यार देखूं मन ना भरे सोचूं मन ना भरे नह साल प्यार कायम रह धुप खुशबू हव महक प्यार प्यार प्यार प्यार देखूं मन ना भरे सोचूं मन ना भरे 
601,मेरा मन,romantic,"अलका याग्निक, उदित नारायण",मन चाहे मन ना जुड़ बंधन मन चाहे मन ना जुड़ बंधन कैसी दीवानगी दीवानापन मन चाहे मनमैं दीवा नींद लूटी चैन दिल जान नादान इश्क़ अनजान मन चाहे मन प्यार दर्द दिलरुबा जागी जागी खो मन चाहे मन ना जुड़ बंधन कैसी दीवानगी दीवानापन मन चाहे मन मन मन 
602,मेरी और उनकी प्रीत पुराणी,romantic,आशा भोसले,प्रीत पुराणी चल चल सैया मुंबई प्रीत पुराणी चल चल सैया मुंबई मुंबई नगरी प्यारी बेस मन मीत दिन पिया संग वरि दिन पिया संग वरि देखे रंगीन प्यारे नज़ारे फुलो देश देख ायी फुलो देश देख ायी खुला नीला गगन खुला नीला गगन उसमे मगन सुध बुध रख रख प्रीत पुराणी चल चल सैया मुंबई मुंबई नगरी प्यारी बेस मन मीत बम्बई सपनो रा बम्बई सपनो रा मिलन कहा सच सप दिख भटके दिल मिलाये सच सप दिख भटके दिल मिलाये रात दिन रात दिन लूंगी ज़िंदगा प्रीत पुराणी चल चल सैया मुंबई मुंबई नगरी प्यारी बेस मन मीत 
603,मेरी प्यारी बिंदू,romantic,किशोर कुमार,भोले बलम प्यारे बलम जीवन बि पिया तेल तेल जीवन बि बाग बहार हट गुज़रे दूर-दूर गुज़रे भोले हाय भोले कदम प्यार संसार किस्मत कदम प्यार संसार किस्मत प्यारी बिंदू भोली बिंदू माथे बिंदू सिंदूरी बिंदू बिंदू बिंदू प्रेम नैया भँवर गुड-गुड गो खाए झट-पट पार झट-पट पार बैय गले डाल गले हार झूल प्रेम हिंडोले झूल प्रेम हिंडोले जीवन आशा पढ़ नैन भाषा मन बसा पल-पल पलक छुपा छट-पट आकर झट-पट अन्धे कुएं दीप जला उजाला ज़रा उजाला बिंदू बिंदू बिंदू 
604,मेरी मन्नत तू,romantic,"सोनू निगम , श्रेया घोषाल",तीखी-तीखी अदा चटक अटक इरादे लहकी लहकी लट उलझ सुलझ वादे ] x २ दरिया ना सही चाहत ना क़तरा तिनका-तिनका दिल दुआ मन्नत माँगा मन्नत मौला मान मन्नत माँगा मन्नत मौला मान मन्नत मन्नत मन्नत अहा… झटक झटक ज़ुल्फ़ गुजरिया गुजरिया गुजरिया झटक झटक ज़ुल्फ़ गुजरिया फटकारे झट झटक मटक नैन बिजुरिया झटकारे झटकारे झटकारे घन घन घनघोर घटा योबन अंग अंग अंगारा लपट लिपट रंग रसिया प्यारा हां जल-जल टप-टप आंच नह बूँद-बूँद ठंड झर-झर भर-भर गागर सागर छनक-छन छनन-छन प्रीत बरस ठुमरी दादरा राग राग सुर सुर गाए काल गोरा रंग मोरा काल गोरा रंग मोरा दुआ मन्नत मन्नत मन्नत मन्नत आँख लाख इशारे पलक छुपा नज़र टिका सबकी नज़र बचा लून छुप-छुप चंदा ताड़े मुड़-मुड़ तारे ताके चीर रात आवारगी तिल-तिल जला मन्नत माँगा मन्नत मौला मान मन्नत माँगा मन्नत मौला मान मन्नत मन्नत मन्नत 
605,मेरी सांसो में बसा,romantic,"अलका याग्निक, उदित नारायण",सांसो बसा याद हमसफर सुबह शाम याद हमसफर सुबह शाम सांसो बसा याद हमसफर सुबह शाम याद हमसफर सुबह शाम दिन रात खामोशी बात बादल हाथ पयाम याद हमसफर सुबह शाम याद हमसफर सुबह शाम सांसो बसा याद हमसफर सुबह शाम याद हमसफर सुबह शाम आँख तसवीर तकदीर दिल दिल धड़कन जंजीर आँख तसवीर तकदीर दिल दिल धड़कन जंजीर ख्वाब ख्वाब मिले ना सिलसिले पलक प्यार ना कित गुल खिले ख्वाब सज रह काम याद हमसफर सुबह शाम याद हमसफर सुबह शाम सांसो बसा याद हमसफर सुबह शाम याद हमसफर सुबह शाम फूल शबनम नमी रंग महफिल जमी मौसम मंझर कमी फूल शबनम नमी रंग महफिल जमी मौसम मंझर कमी बाग मिले गाए कोयल महके समा हवाय महकी खुशबू भर कल जाम याद हमसफर सुबह शाम याद हमसफर सुबह शाम सांसो बसा याद हमसफर सुबह शाम याद हमसफर सुबह शाम दिन रात खामोशी बात बादल हाथ पयाम 
606,मेरे ख़ुदा,sad,शिराज उप्पल,ज़िस्म दर्द भरा रूह बची नह जगह प्यार ढाल निढ़ाल लूटी पनाह धीरे धीरे जल जल पिघल बह चला दिल ख़ुदा… काटूं सज़ा पिया काहे मिल आख़िर जुद दिल खेले देख प्यासी जान उदासी खाली खाली बेमज़ा समा लब सूखे-सूखे नै भीगे-भीगे रूठा-रूठा मन तन लागे बेक़रारी वोही तन उलझा सुलझा ख़ुदा काटूं सज़ा पिया काहे मिल आख़िर जुद दिल खेले हार मा नह बेवज़ह यक़ीन यार बेनसीबी भुलाऊं भूल बी चला जाके ढूंढ लाऊं प्यारे पल सोचा ख़ुदा काटूं सज़ा पिया काहे मिल आख़िर जुद दिल खेले 
607,मेरे ख़्वाबों में,romantic,लता मंगेशकर,गल चौबारा दोबारा गल चौबारा दोबारा भए परदेसी नह नह रँग-बिरंगी याद हँस रो बुनियाद भए परदेसी नह नह हाथ भरी-भरी चूड़ भा हरी हरी चूड़ देख मिल तेरी-मेरी चूड़ जैसी सहेली चूड़ पीसी मेहँदी रँग लाई गोरी हथेली रच आँख लाडो भर बज शहन सावन बादल परदेस बह भए परदेसी नह नह माँ मिल गले ससुराल आँगन बचपन छोड़ सूरज निकल पंछी गा दिख नज़र आएंगे आँचल संजो ले सपन बुला ले भए परदेसी नह नह देख ना भुल मा अल्हड़ अठखेल पलक बस बज बाजे गाजे लग खाली-खाली दम समझ डोली उठी फूल वाली दिन ना हँस गा भए परदेसी नह नह गल चौबारा दोबारा भए परदेसी नह नहींये गल चौबारा दोबारा भए परदेसी नह नह रँग-बिरंगी याद हँस रो बुनियाद भए परदेसी नह नह हाथ भरी-भरी चूड़ भा हरी हरी चूड़ देख मिल तेरी-मेरी चूड़ जैसी सहेली चूड़ पीसी मेहँदी रँग लाई गोरी हथेली रच आँख लाडो भर बज शहन सावन बादल परदेस बह भए परदेसी नह नह माँ मिल गले ससुराल आँगन बचपन छोड़ सूरज निकल पंछी गा दिख नज़र आएंगे आँचल संजो ले सपन बुला ले भए परदेसी नह नह देख ना भुल मा अल्हड़ अठखेल पलक बस बज बाजे गाजे लग खाली-खाली दम समझ डोली उठी फूल वाली दिन ना हँस गा भए परदेसी नह नह गल चौबारा दोबारा भए परदेसी नह नह 
608,मेरे नाम तू,romantic,अभय जोधपुरकर,रंग रंग मिल ना होठ रंग हुबहू खुशबू खुशबू ठहरे ना सांवरी जुल्फ रूबरू दुनिया फीकी बिन ना ज़ाहिर सरेआम ऐलान जहान सुबह शाम जहान जहान सुबह शाम जहान उलझन उलझन हल थोड़ा जिद्दी थोड़ा पागल बरखा बिजली बादल झूठे झूठी फूल सौगात सच्ची सच्चा सच्ची दिल बात दस्तख़त हाथ हाथ ना आँख पलक परदे काम ऐलान जहान सुबह शाम जहान जहान सुबह शाम जहान घेरे घूम पल सूरज घेरे धर पाएगी खुदको ना जुदा आधा हिस्सा टुकड़े चाहे खाब टूट रह इल्हाम ऐलान 
609,मेरे सामने वाली खिड़की में,romantic,किशोर कुमार,साम वाली खिड़की चांद टुकड़ा रह साम वाली खिड़की चांद टुकड़ा रह अफ़सोस हमसे उखड़ा-उखड़ा रह साम वाली खिड़की चांद टुकड़ा रह रोज़ देखा उसको शम जल भूल दिल थाम बैठे आना-ज भूल आठ पहर आँख चंचल मुखड़ा रह साम वाली खिड़की चांद टुकड़ा रह बरसात आकर चली बादल गरज बरस बरसात आकर चली बादल गरज बरस झलक हुस्न मालिक तरस प्यास बुझ आँख दिन रात दुखड़ा रह साम वाली खिड़की चांद टुकड़ा रह अफ़सोस हमसे उखड़ा-उखड़ा रह साम वाली खिड़की चांद टुकड़ा रह 
610,मेरे हाथ में,romantic,"सोनू निगम, सुनिधि चौहान",हाथ हाथ जन्नत साथ हाथ हाथ जन्नत साथ पास प्यार फन् हाथ हाथ जन्नत साथ पास प्यार फन् हाथ हाथ जन्नत साथ दिल साँस जगह मिल इश्क़ जान फना पास ख़ुशबू सांस पास होठ सरगम साथ करवट याद साथ बाह संगम पास पास ख़्वाब नज़र उत पास रह हमसफ़र पास प्यार फना हाथ हाथ जन्नत साथ रो आँख सूज बाह ले भीग सी क़ैद दरिया छूट जाएगा दर्द दामन भीग जाएगा पास पास धड़कन राज़ पास बूंद बादल साथ साथ चंदा रात पास नैनो काजल पास पास सागर लहर उत पास रह हमसफ़र पास प्यार फ़ हाथ हाथ जन्नत साथ अधूरी सांस धड़कन अधूरी अधूरे चाँद फलक 
611,मेहरबानी,romantic,जुबिन नौटियाल ,साज़ तर्ज़ दवा मर्ज़ दिलदार खुदगर्ज़ गीत लफ्ज़ गीत लफ्ज़ दुआ फ़र्ज़ आज़ाद क़र्ज़ शाम तारीफ़ चैन तक़लीफ़ पा चीज़ ख़्वाब ताबीर मा तक़दीर भीड़ भीड़ मेहरबा अंधेर मु मेहरबा बिन संवर साज़ तर्ज़ दवा मर्ज़ दिलदार खुदगर्ज़ गीत लफ्ज़ गीत लफ्ज़ दुआ फ़र्ज़ आज़ाद क़र्ज़ शाम तारीफ़ चैन तक़लीफ़ पा चीज़ ख़्वाब ताबीर मा तक़दीर भीड़ भीड़ मेहरबा अंधेर मु मेहरबा बिन संवर वफ़ा बारिश सवेरा रास् कस् किनारा वफ़ा बारिश सवेरा रास् कस् किनारा मेहरबा अंधेर मु मेहरबा बिन संवर 
612,मैं अगर कहूँ,romantic,"सोनू निगम , श्रेया घोषाल",पाया खोया चाहूँ पाया खोया चाहूँ जब लफ्ज़ नह सकूँ हस कायनात नह तारीफ़ सच नह शोख डूबी अदाय चेहरे झलकी जुल्फ़ घनी घनी घटाय शान ढलकी लहर आँचल बादल बाह भरी चाँद रूप चाँद दिलकशी नह ना तारीफ़ सच नह मेहरबान दास्त कारव हमसफ़र अप्सरा परी तारीफ सच नह पाया खोया चाहूँ जब लफ्ज़ नह सकूँ हस कायनात नह तारीफ़ सच नह 
613,मैं चली,romantic,लता मंगेशकर,नैन बदरा छाये बिजली चमके हाय बालम मोहे गरवा नैन बदरा छाये बिजली चमके हाय बालम मोहे गरवा नैन बदरा छाये मदिरा डूबी अख चंचल सख छल रह तोहे पलक प्यारी पख शरमाके तोहे मदिरा प्याले नैन बदरा छाये प्रेम दीवा सपन रा प्रेम दीवा प्रेम दीवा सपन रा पिछले जनम प्रेम कहा जनम नैन बदरा छाये बिजली चमके हाय बालम मोहे गरवा नैन बदरा छाये 
614,"मै चली मै चली, देखो प्यार की गली",romantic,"लता मंगेशकर, आशा भोसले",चली चली देखो प्यार गली रोके ना चली चली ना ना ना जान देखो ना वहा प्यार लुटेरा लूटे ना जान चली चली येह फिजा येह हवा येह नज़ारे येह सम अब्ब प्यार ना तोह खेल तोह नह येह प्यार जान ना चल येह चली चली कही आँख ना मिली कही दिल ना तोह प्यार ज़म काम तोह येह रुत येह घटा बोलो सोच चली चली 
615,मैं जनता हूँ,romantic,जुबिन नौटियाल ,अदा वाकिफ छुपा राज़ सुन दे गुमशुम आवाज जन ना छुपी हां जान ना छुपी हां बेवजह मिलके मुस्कुर बिन बोल इशारा बा बन सब्र आजम बेरंग ख्वाब रंगत देगी आहट इजहार महसूस तड़प प्यार जान ना छुपी हां 
616,मैं जिंदगी का साथ,sad,मोहम्मद रफ़ी,जिंदगी साथ निभ चला फ़िक्र धुव उड चला बरबाद शौक मा फिजुल बरबाद जसन मन चला जिंदगी साथ निभ मिल मुक़दर समझ खो उसको भुल चला जिंदगी साथ निभ गम ख़ुशी फरक ना महसुस दिल मुक़ाम ला चला जिंदगी साथ निभ चला फ़िक्र धुव उड चला 
617,मैं तुझसे प्यार नहीं करता,sad,पोपोन,प्यार नह प्यार नह शाम नह तन्ह इंतज़ार नह प्यार नह दिल कह रह साँस छुपके सांस ले रह इससे इन्कार नह प्यार नह याद नह रह दिन डूबा रात बात पहर दीवार बात होश ज़रा बाक़ी खो अफ़वाह उड़ी यार पागल प्यार नह प्यार नह प्यार नह दिन याद बात नह नह 
618,मैं तेरा बॉयफ्रेंड,party,"अरिजीत सिंह , नेहा कक्कर",ना ना ना ना ना ना ना ना दुनिया अलग रख हग wan na say you रह सोहनीये नाल नाल हेय दुनिया अलग रख हग wan na say you रह सोहनीये नाल नाल प्यार व्यार वाली बात मर बैठा लव wan na say you रह सोहनीये नाल नाल बॉयफ्रेंड बॉयफ्रेंड [ बॉयफ्रेंड गर्लफ्रेंड कहन्दी ना ना ना ना ] x रुक गल सुन कहन्दी ना ना ना ना ना ना ना ना नीली नीली अंख दिल्ली कजरा invite करदा कोल किव पाव hought excite करदा isten पहचान आं habbit जांदी आं कुड़ी उत् मर्दा ऐतबार नह प्यार नह पीछा करदा चला जाएगा तंग दित्च वाली बात संग wan na say you नह रह सोह्नेया नाल नाल बॉयफ्रेंड बॉयफ्रेंड बॉयफ्रेंड गर्लफ्रेंड कहन्दी ना ना ना ना बॉयफ्रेंड गर्लफ्रेंड ना करुँगी ना ना ना ना रुक गल सुन ना करुँगी ना ना ना ना ना ना ना ना 
619,मैं तो सेज सज़ा कर बैठी,sad,कविता कृष्णामूर्ति,सेज सज़ा बैठी रात राह देखि याद सत बालम बालम बालम बालम सेज सज़ा बैठी रात राह देखि सेज सज़ा बैठी रात राह देखि याद सत बालम बालम बालम बालम रात बोली ढ़ाल दिन बोला नह रात बोली ढ़ाल दिन बोला नह रात बोली ढ़ाल दिन बोला नह रात बोली ढ़ाल दिन बोला नह दगाबाज ऐतबार इंतज़ार जवा मार सेज सजाय बालम बालम बालम बालम खरीदी मोहब्बत समझी औरत खरीदी मोहब्बत समझी औरत खरीदी मोहब्बत समझी औरत लम्बो नह शिकवे गिले सनम बहुमतो हार मुझि मिली सनम दुनिया रुलाये बालम बालम बालम बालम सेज सज़ा बैठी रात राह देखि याद सत बालम बालम बालम बालम 
620,मैं दिलरूबा हूँ,romantic,कविता कृष्णामूर्ति,दिलरूबा सबके दिल लिखा दिलरुबा दिलरुबा शहर सबके दिल लिखा दिलरुबा दिलरुबा शहर सबके दिल लिखा दिलरुबा नींद उड़ चाईं ुद्द किसीका नींद उड़ चाईं ुद्द किसीका लोग काम दिलरुबा दिलरुबा शहर सबके दिल लिखा दिलरुबा बात मिस्री दलीय आँख जन्नत गालिया बात मिस्री दलीय आँख जन्नत गालिया इन् गल मेंजो रास् भूल दिलरुबा दिलरुबा शहर सबके दिल लिखा दिलरुबा दिलरुबा 
621,मैं दुनिया भुला दूंगा,sad,"अनुराधा पौडवाल , कुमार सानू",दुनिया भुला दूंगा चाहत दुनिया भुला दूंगा चाहत दुश्मन ज़म ना भुल ख़ुद मिटा दूंगा चाहत दुनिया भुला दूंगी चाहत दुनिया भुला दूंगी चाहत साथ छुटा वादा टुटा मिटा दूंगी चाहत दुनिया भुला दूंगा चाहत साँसे खुशबु दिल धड़कन महफ़िल बात आँख दर्पण बिन नह बिन नह गम उठा लुंगी चाहत साथ छुटा वादा टुटा मिटा दूंगी चाहत दुनिया भुला दूंगा चाहत सी लगजा दीव मिल रोक ज़म छोड ना साथ छोड ना साथ लुटा दूंगा चाहत दुश्मन ज़म ना भुल ख़ुद मिटा दूंगा चाहत दुनिया भुला दूंगी चाहत साथ छुटा वादा टुटा मिटा दूंगी चाहत दुनिया भुला दूंगा चाहत चाहत चाहत 
622,"मैं नहीं दू, किसी को ना दूं",romantic,"आशा भोसले, बसवालिंगैः हिरेमठ",प्यार दिल -ओ -जान निसार दिल जान नह दू ना ना सज नह दू ना ना सज छोड़ दिल तोड़ छोड़ दूंगी नह ना ना सज नह दू ना ना सज जिंदगी दुनिया बदल साया पड़ा तोह साया मंजूर नह किसमे दम नह तोह याहन नह नह ना ना सज नह दू ना ना सज दिल दीव जी बन किस्मत जान दुनिया डाल नजर तोह जिन्दा ना जान ना नह ना ना सज नह दू ना ना सज कश्म -ए -काश दिल करून करून कहूं छोड़ दू दिल हारा मोहब्बत करू दिल बटवारा हाय दिल बटवारा हाय दिल बटवारा नह ना ना सज नह दू ना ना सज खामोश 
623,मैं फिर भी तुमको चाहूँगा,sad,अरिजीत सिंह,पल शायद आलम ना ना ना रास् अलग चल चल खो जाएँ चाहूँगा चाहत मर जाऊँगा चाहूँगा जान ख़ामोशी प्यार नगमे गाऊंगा मम्म चाहूँगा चाहूँगा चाहत मर जाऊँगा चाहूँगा ज़रूरी हव साँस तलाशूँ पैर ज़मीन हंस रो पागल ढूँढू मोहब्बत ना इजाज़त ना टूटे दिल टुकड़े दर जाऊँगा मम्म चाहूँगा चाहूँगा चाहत मर जाऊँगा चाहूँगा मिले जबसे सुनहरी लग सिर्फ लब नह बदन हंस दिन रात सलो साथ नह याद कर हवा जाऊँगा चाहूँगा चाहूँगा चाहत मर जाऊँगा चाहूँगा चाहूँगा 
624,मैं यहाँ तू वहाँ,sad,"अलका याग्निक, अमिताभ बच्चन",ज़िंदगी ज़िंदगी सनम देख नींद नह याद नह नींद नह याद नह बिन ना ज़िंदगी वक़्त ठहर अजब उदासी बेक़ारारी आलम जिस्म तन्हा रूह प्यासी सूरत पल नज़र हट नह रात दिन काट उम्र तन्हा कट नह चाह सकूँ चाह ना सकूँ दर्द बयान ज़िंदगी आहट खुश्बू झोंके साँस महका दौर पास दौर पास फ़ासले दरम ज़िंदगी ऊँ हूँ… बी बात याद अकेला बोल खामोश छुपके रो अरसा मुस्कुर अरसा मुस्कुर आँस ढली दास्तान ज़िंदगी सनम देख नींद नह याद नह नींद नह याद नह बिन ना 
625,मैं रंग शर्बतों का,romantic,आतिफ़ असलम,ख़्वाब नींद मिले रात रोज़ मांगू दुआ बात बात बनेमैं रंग शर्बत मीठे घाट पा रंग शर्बत मीठे घाट पा घोल यार बात जा रंग शर्बत मीठे घाट पा रंग शर्बत मीठे घाट पा घोल यार बात जा रंग शर्बत मीठे घाट पा रंग शर्बत मीठे घाट पा यारा प्यार बत समझाव जाग रत रोज़ बताव इस्से कहूं यारा बोल अँख सदके जाव मांग पक दुव इस्से कहूं धीरे नींद धागे बाँधा ख़्वाब तारे ना चाहूं ना आसमान चाहूं हिस्से ढंग चाहत नादा ढंग चाहत नादा जोड़ यार बात जा रंग शर्बत मीठे घाट पा रंग शर्बत मीठे घाट पा ख़याल ख़याल बाकी बेग मुसाफ़िर राह अनजा मुसाफ़िर राह अनजा मन चाहा मोड़ यार बात जा रंग शर्बत मीठे घाट पा रंग शर्बत मीठे घाट पा घोल यार बात जा रंग शर्बत मीठे घाट पानीओ यारा प्यार बत समझाव जाग रत रोज़ बताव इस्से कहूं यारा बोल अँख सदके जाव मांग पक दुव इस्से कहूं 
